bootstrap,n_points,slope,intercept,crossover,crossover_median,crossover_q25,crossover_q75
885,9239429,-757.1771012,284.4924924,0.3757278078,0.3757767755,0.3757340244,0.3758219809
886,9239032,-757.0502895,284.4643629,0.3757535884,0.3757767755,0.3757340244,0.3758219809
887,9238298,-756.1328385,284.1573353,0.3758034578,0.3757767755,0.3757340244,0.3758219809
888,9237489,-757.2035036,284.459156,0.3756706812,0.3757767755,0.3757340244,0.3758219809
889,9239310,-755.6494963,283.9933156,0.3758267781,0.3757767755,0.3757340244,0.3758219809
890,9242015,-756.7276487,284.3309168,0.3757374497,0.3757767755,0.3757340244,0.3758219809
891,9238935,-755.7847174,284.0173161,0.3757912928,0.3757767755,0.3757340244,0.3758219809
892,9240225,-757.2120115,284.4991006,0.3757192124,0.3757767755,0.3757340244,0.3758219809
893,9239007,-754.1902962,283.4655324,0.375854123,0.3757767755,0.3757340244,0.3758219809
894,9238312,-757.3252736,284.5676466,0.3757535322,0.3757767755,0.3757340244,0.3758219809
895,9240454,-755.9726664,284.0761519,0.3757756921,0.3757767755,0.3757340244,0.3758219809
896,9239735,-753.560931,283.1036225,0.3756877657,0.3757767755,0.3757340244,0.3758219809
897,9237288,-756.5862626,284.3186866,0.3757915002,0.3757767755,0.3757340244,0.3758219809
898,9237691,-755.7444488,283.9680125,0.3757460779,0.3757767755,0.3757340244,0.3758219809
899,9239790,-755.1268422,283.7949729,0.3758242418,0.3757767755,0.3757340244,0.3758219809
900,9241565,-754.3832953,283.5031978,0.3758078944,0.3757767755,0.3757340244,0.3758219809
901,9236306,-755.5228701,283.9182556,0.3757904185,0.3757767755,0.3757340244,0.3758219809
902,9239868,-755.7278466,284.0550123,0.375869453,0.3757767755,0.3757340244,0.3758219809
903,9237054,-755.963659,284.1094034,0.3758241551,0.3757767755,0.3757340244,0.3758219809
904,9239268,-756.2072387,284.1739559,0.3757884629,0.3757767755,0.3757340244,0.3758219809
905,9238142,-754.6828282,283.5653728,0.3757411222,0.3757767755,0.3757340244,0.3758219809
906,9240316,-757.2397542,284.5411647,0.3757609966,0.3757767755,0.3757340244,0.3758219809
907,9239484,-755.8220261,283.9805746,0.3757241319,0.3757767755,0.3757340244,0.3758219809
908,9237452,-755.6812938,283.9518938,0.3757561503,0.3757767755,0.3757340244,0.3758219809
909,9240348,-755.7115206,284.0263465,0.3758396409,0.3757767755,0.3757340244,0.3758219809
910,9235450,-755.6258106,283.8867336,0.3756975074,0.3757767755,0.3757340244,0.3758219809
911,9238841,-754.8873581,283.7422664,0.3758736497,0.3757767755,0.3757340244,0.3758219809
912,9235990,-756.9813755,284.4177494,0.3757262181,0.3757767755,0.3757340244,0.3758219809
913,9240635,-755.6801363,283.9816056,0.3757960438,0.3757767755,0.3757340244,0.3758219809
914,9238892,-755.1133149,283.7513511,0.3757732059,0.3757767755,0.3757340244,0.3758219809
915,9239949,-757.3914424,284.5588786,0.3757091284,0.3757767755,0.3757340244,0.3758219809
916,9240070,-756.9945994,284.4200223,0.3757226571,0.3757767755,0.3757340244,0.3758219809
917,9242436,-757.9217001,284.8347881,0.3758103087,0.3757767755,0.3757340244,0.3758219809
918,9236309,-756.9269337,284.4242675,0.3757618534,0.3757767755,0.3757340244,0.3758219809
919,9242047,-756.9638631,284.4227804,0.3757415568,0.3757767755,0.3757340244,0.3758219809
920,9238876,-753.7564937,283.303351,0.3758552707,0.3757767755,0.3757340244,0.3758219809
921,9237454,-754.4112381,283.4909392,0.3757777256,0.3757767755,0.3757340244,0.3758219809
922,9240769,-756.4596495,284.1971087,0.375693679,0.3757767755,0.3757340244,0.3758219809
923,9239235,-756.3307235,284.204984,0.3757681331,0.3757767755,0.3757340244,0.3758219809
924,9239003,-756.2174909,284.2111569,0.3758325618,0.3757767755,0.3757340244,0.3758219809
925,9238813,-756.4753921,284.2538942,0.3757609265,0.3757767755,0.3757340244,0.3758219809
926,9239884,-756.8605012,284.419821,0.3757889605,0.3757767755,0.3757340244,0.3758219809
927,9238903,-756.2566657,284.1323618,0.3757089024,0.3757767755,0.3757340244,0.3758219809
928,9237792,-755.0913173,283.6389555,0.3756353027,0.3757767755,0.3757340244,0.3758219809
929,9242198,-755.3593589,283.908002,0.3758581908,0.3757767755,0.3757340244,0.3758219809
930,9237990,-758.0656296,284.8242476,0.3757250514,0.3757767755,0.3757340244,0.3758219809
931,9238570,-756.361592,284.2207608,0.3757736561,0.3757767755,0.3757340244,0.3758219809
932,9238354,-756.3399936,284.1958083,0.3757513958,0.3757767755,0.3757340244,0.3758219809
933,9238237,-755.7144154,283.9883114,0.3757878712,0.3757767755,0.3757340244,0.3758219809
934,9237033,-755.8000176,283.9872917,0.3757439601,0.3757767755,0.3757340244,0.3758219809
935,9237239,-759.7553448,285.4729361,0.3757432417,0.3757767755,0.3757340244,0.3758219809
936,9240944,-756.9973069,284.3893975,0.3756808576,0.3757767755,0.3757340244,0.3758219809
937,9240588,-754.502751,283.5041662,0.3757496786,0.3757767755,0.3757340244,0.3758219809
938,9241199,-757.7758561,284.6446829,0.3756317658,0.3757767755,0.3757340244,0.3758219809
939,9240154,-757.7487066,284.6698169,0.3756783937,0.3757767755,0.3757340244,0.3758219809
940,9237277,-752.4994222,282.858419,0.3758918753,0.3757767755,0.3757340244,0.3758219809
941,9239171,-753.463712,283.2170859,0.3758868296,0.3757767755,0.3757340244,0.3758219809
942,9240441,-755.3802503,283.8517697,0.3757733534,0.3757767755,0.3757340244,0.3758219809
943,9238759,-756.3011591,284.1937355,0.3757679491,0.3757767755,0.3757340244,0.3758219809
944,9239736,-754.3433897,283.4367274,0.3757396581,0.3757767755,0.3757340244,0.3758219809
945,9240321,-753.2983593,283.1112791,0.3758288806,0.3757767755,0.3757340244,0.3758219809
946,9240545,-758.333736,284.947516,0.3757547667,0.3757767755,0.3757340244,0.3758219809
947,9238076,-756.3706753,284.2423605,0.3757977005,0.3757767755,0.3757340244,0.3758219809
948,9238037,-755.8568543,284.052049,0.3758013801,0.3757767755,0.3757340244,0.3758219809
949,9240816,-755.763851,283.9936863,0.3757704022,0.3757767755,0.3757340244,0.3758219809
950,9236839,-754.1313218,283.3717265,0.3757591261,0.3757767755,0.3757340244,0.3758219809
951,9238883,-757.1702362,284.4858345,0.3757224213,0.3757767755,0.3757340244,0.3758219809
952,9240098,-757.3411431,284.591217,0.3757767812,0.3757767755,0.3757340244,0.3758219809
953,9236928,-757.32069,284.5976172,0.3757953809,0.3757767755,0.3757340244,0.3758219809
954,9239808,-757.0565528,284.4757645,0.3757655401,0.3757767755,0.3757340244,0.3758219809
955,9240128,-756.7815078,284.3761343,0.3757704586,0.3757767755,0.3757340244,0.3758219809
956,9237686,-755.6328344,284.0070646,0.3758532606,0.3757767755,0.3757340244,0.3758219809
957,9240075,-753.886444,283.3270964,0.3758219804,0.3757767755,0.3757340244,0.3758219809
958,9239191,-754.6902088,283.6084577,0.3757945372,0.3757767755,0.3757340244,0.3758219809
959,9241981,-756.7135106,284.3652869,0.37578989,0.3757767755,0.3757340244,0.3758219809
960,9237271,-756.0829009,284.094527,0.3757452081,0.3757767755,0.3757340244,0.3758219809
961,9239090,-754.3924065,283.4881967,0.3757834705,0.3757767755,0.3757340244,0.3758219809
962,9237467,-754.855772,283.6714077,0.3757955072,0.3757767755,0.3757340244,0.3758219809
963,9241904,-754.7332714,283.6655395,0.3758487272,0.3757767755,0.3757340244,0.3758219809
964,9240779,-756.0406208,284.1738618,0.3758711556,0.3757767755,0.3757340244,0.3758219809
965,9238783,-754.4117279,283.5505402,0.3758564849,0.3757767755,0.3757340244,0.3758219809
966,9239956,-755.5914389,283.9394064,0.3757843085,0.3757767755,0.3757340244,0.3758219809
967,9239794,-755.698046,283.9744603,0.3757776824,0.3757767755,0.3757340244,0.3758219809
968,9235550,-757.6008076,284.7035297,0.3757962331,0.3757767755,0.3757340244,0.3758219809
969,9236969,-754.2427605,283.4905201,0.3758611086,0.3757767755,0.3757340244,0.3758219809
970,9240111,-755.4984067,283.8406332,0.3756998436,0.3757767755,0.3757340244,0.3758219809
971,9239260,-755.8246385,283.9756183,0.3757162757,0.3757767755,0.3757340244,0.3758219809
972,9241357,-759.7847485,285.4953195,0.3757581605,0.3757767755,0.3757340244,0.3758219809
973,9240906,-753.4049563,283.120911,0.3757884902,0.3757767755,0.3757340244,0.3758219809
974,9244064,-753.8483784,283.3596133,0.3758840921,0.3757767755,0.3757340244,0.3758219809
975,9241038,-755.1630705,283.817039,0.3758354322,0.3757767755,0.3757340244,0.3758219809
976,9240444,-757.6956947,284.6986616,0.3757427469,0.3757767755,0.3757340244,0.3758219809
977,9236000,-756.0768909,284.1234263,0.3757864177,0.3757767755,0.3757340244,0.3758219809
978,9237736,-754.8561672,283.6859314,0.3758145508,0.3757767755,0.3757340244,0.3758219809
979,9240201,-756.3120663,284.207943,0.3757813152,0.3757767755,0.3757340244,0.3758219809
980,9238493,-757.3639952,284.4817312,0.3756208811,0.3757767755,0.3757340244,0.3758219809
981,9238225,-752.9638353,283.033205,0.3758921633,0.3757767755,0.3757340244,0.3758219809
982,9238161,-755.4942667,283.8949605,0.375773812,0.3757767755,0.3757340244,0.3758219809
983,9239898,-757.5176477,284.7005713,0.3758335825,0.3757767755,0.3757340244,0.3758219809
984,9240410,-755.8469688,283.9715707,0.3756998208,0.3757767755,0.3757340244,0.3758219809
985,9244228,-758.3431996,284.9976579,0.3758161979,0.3757767755,0.3757340244,0.3758219809
986,9239012,-752.7898699,282.8971553,0.3757983027,0.3757767755,0.3757340244,0.3758219809
987,9238977,-752.7162337,282.9892727,0.3759574459,0.3757767755,0.3757340244,0.3758219809
988,9238145,-757.2455731,284.5051262,0.3757105175,0.3757767755,0.3757340244,0.3758219809
989,9240887,-755.1185125,283.7507254,0.3757697907,0.3757767755,0.3757340244,0.3758219809
990,9239221,-756.9011047,284.4333949,0.3757867351,0.3757767755,0.3757340244,0.3758219809
991,9240128,-757.839532,284.7498177,0.3757389338,0.3757767755,0.3757340244,0.3758219809
992,9238533,-755.9569398,283.9704645,0.3756437034,0.3757767755,0.3757340244,0.3758219809
993,9239417,-754.3523949,283.504297,0.3758247457,0.3757767755,0.3757340244,0.3758219809
994,9240388,-755.8080325,283.959553,0.3757032749,0.3757767755,0.3757340244,0.3758219809
995,9240307,-754.9060809,283.7363873,0.3758565397,0.3757767755,0.3757340244,0.3758219809
996,9239383,-756.4884726,284.2003015,0.3756835851,0.3757767755,0.3757340244,0.3758219809
997,9236909,-755.6550005,283.9182294,0.3757246749,0.3757767755,0.3757340244,0.3758219809
998,9239066,-754.9519478,283.7131828,0.3758029681,0.3757767755,0.3757340244,0.3758219809
999,9240334,-754.5800067,283.6158603,0.3758592301,0.3757767755,0.3757340244,0.3758219809
1000,9239533,-757.9384702,284.7447476,0.375683197,0.3757767755,0.3757340244,0.3758219809
